Adresse;Name;Größe
"$03834";"LDS  CARB Speichercode Bit 4";"1x1"
"$03836";"LDS  CARB Speichercode Bit 5";"1x1"
"$03838";"LDS  CARB Speichercode Bit 6";"1x1"
"$0383A";"LDS  CARB Speichercode Bit 7";"1x1"
"$03827";"LDS  Entrprellmodus";"1x1"
"$03828";"LDS  Startwert Eintragzaehler";"1x1"
"$03829";"LDS  Startwert Heilungszaehler";"1x1"
"$03826";"LDS  Prioritaet";"1x1"
"$03824";"LDS  Code fuer Fehlerspeicherung";"1x1"
"$0383C";"LDS Umweltbedingung 1";"1x1"
"$0383E";"LDS Umweltbedingung 2";"1x1"
"$03840";"LDS Umweltbedingung 3";"1x1"
"$03842";"LDS Umweltbedingung 4";"1x1"
"$03844";"LDS Umweltbedingung 5";"1x1"
"$03542";"LMM  Blinkcode";"1x1"
"$03544";"LMM  CARB Speichercode Bit 0";"1x1"
"$03546";"LMM  CARB Speichercode Bit 1";"1x1"
"$03548";"LMM  CARB Speichercode Bit 2";"1x1"
"$0354A";"LMM  CARB Speichercode Bit 3";"1x1"
"$0354C";"LMM  CARB Speichercode Bit 4";"1x1"
"$0354E";"LMM  CARB Speichercode Bit 5";"1x1"
"$03550";"LMM  CARB Speichercode Bit 6";"1x1"
"$03552";"LMM  CARB Speichercode Bit 7";"1x1"
"$0353F";"LMM  Entrprellmodus";"1x1"
"$03540";"LMM  Startwert Eintragzaehler";"1x1"
"$03541";"LMM  Startwert Heilungszaehler";"1x1"
"$0353E";"LMM  Prioritaet";"1x1"
"$0353C";"LMM  Code fuer Fehlerspeicherung";"1x1"
"$03554";"LMM Umweltbedingung 1";"1x1"
"$03556";"LMM Umweltbedingung 2";"1x1"
"$03558";"LMM Umweltbedingung 3";"1x1"
"$0355A";"LMM Umweltbedingung 4";"1x1"
"$0355C";"LMM Umweltbedingung 5";"1x1"
"$033EE";"LTF  Blinkcode";"1x1"
"$033F0";"LTF  CARB Speichercode Bit 0";"1x1"
"$033F2";"LTF  CARB Speichercode Bit 1";"1x1"
"$033F4";"LTF  CARB Speichercode Bit 2";"1x1"
"$033F6";"LTF  CARB Speichercode Bit 3";"1x1"
"$033F8";"LTF  CARB Speichercode Bit 4";"1x1"
"$033FA";"LTF  CARB Speichercode Bit 5";"1x1"
"$033FC";"LTF  CARB Speichercode Bit 6";"1x1"
"$033FE";"LTF  CARB Speichercode Bit 7";"1x1"
"$033EB";"LTF  Entrprellmodus";"1x1"
"$033EC";"LTF  Startwert Eintragzaehler";"1x1"
"$033ED";"LTF  Startwert Heilungszaehler";"1x1"
"$033EA";"LTF  Prioritaet";"1x1"
"$033E8";"LTF  Code fuer Fehlerspeicherung";"1x1"
"$03400";"LTF Umweltbedingung 1";"1x1"
"$03402";"LTF Umweltbedingung 2";"1x1"
"$03404";"LTF Umweltbedingung 3";"1x1"
"$03406";"LTF Umweltbedingung 4";"1x1"
"$03408";"LTF Umweltbedingung 5";"1x1"
"$0367A";"MES  Blinkcode";"1x1"
"$0367C";"MES  CARB Speichercode Bit 0";"1x1"
"$0367E";"MES  CARB Speichercode Bit 1";"1x1"
"$03680";"MES  CARB Speichercode Bit 2";"1x1"
"$03682";"MES  CARB Speichercode Bit 3";"1x1"
"$03684";"MES  CARB Speichercode Bit 4";"1x1"
"$03686";"MES  CARB Speichercode Bit 5";"1x1"
"$03688";"MES  CARB Speichercode Bit 6";"1x1"
"$0368A";"MES  CARB Speichercode Bit 7";"1x1"
"$03677";"MES  Entrprellmodus";"1x1"
"$03678";"MES  Startwert Eintragzaehler";"1x1"
"$03679";"MES  Startwert Heilungszaehler";"1x1"
"$03676";"MES  Prioritaet";"1x1"
"$03674";"MES  Code fuer Fehlerspeicherung";"1x1"
"$0368C";"ME-Stellwerk Umweltbedingung 1";"1x1"
"$0368E";"ME-Stellwerk Umweltbedingung 2";"1x1"
"$03690";"ME-Stellwerk Umweltbedingung 3";"1x1"
"$03692";"ME-Stellwerk Umweltbedingung 4";"1x1"
"$03694";"ME-Stellwerk Umweltbedingung 5";"1x1"
"$038E2";"ML1  Blinkcode";"1x1"
"$038E4";"ML1  CARB Speichercode Bit 0";"1x1"
"$038E6";"ML1  CARB Speichercode Bit 1";"1x1"
"$038E8";"ML1  CARB Speichercode Bit 2";"1x1"
"$038EA";"ML1  CARB Speichercode Bit 3";"1x1"
"$038EC";"ML1  CARB Speichercode Bit 4";"1x1"
"$038EE";"ML1  CARB Speichercode Bit 5";"1x1"
"$038F0";"ML1  CARB Speichercode Bit 6";"1x1"
"$038F2";"ML1  CARB Speichercode Bit 7";"1x1"
"$038DF";"ML1  Entrprellmodus";"1x1"
"$038E0";"ML1  Startwert Eintragzaehler";"1x1"
"$038E1";"ML1  Startwert Heilungszaehler";"1x1"
"$038DE";"ML1  Prioritaet";"1x1"
"$038DC";"ML1  Code fuer Fehlerspeicherung";"1x1"
"$038F4";"ML1 Umweltbedingung 1";"1x1"
"$038F6";"ML1 Umweltbedingung 2";"1x1"
"$038F8";"ML1 Umweltbedingung 3";"1x1"
"$038FA";"ML1 Umweltbedingung 4";"1x1"
"$038FC";"ML1 Umweltbedingung 5";"1x1"
"$0393E";"ML2  Blinkcode";"1x1"
"$03940";"ML2  CARB Speichercode Bit 0";"1x1"
"$03942";"ML2  CARB Speichercode Bit 1";"1x1"
"$03944";"ML2  CARB Speichercode Bit 2";"1x1"
"$03946";"ML2  CARB Speichercode Bit 3";"1x1"
"$03948";"ML2  CARB Speichercode Bit 4";"1x1"
"$0394A";"ML2  CARB Speichercode Bit 5";"1x1"
"$0394C";"ML2  CARB Speichercode Bit 6";"1x1"
"$0394E";"ML2  CARB Speichercode Bit 7";"1x1"
"$0393B";"ML2  Entrprellmodus";"1x1"
"$0393C";"ML2  Startwert Eintragzaehler";"1x1"
"$0393D";"ML2  Startwert Heilungszaehler";"1x1"
"$0393A";"ML2  Prioritaet";"1x1"
"$03938";"ML2  Code fuer Fehlerspeicherung";"1x1"
"$03950";"ML2 Umweltbedingung 1";"1x1"
"$03952";"ML2 Umweltbedingung 2";"1x1"
"$03954";"ML2 Umweltbedingung 3";"1x1"
"$03956";"ML2 Umweltbedingung 4";"1x1"
"$03958";"ML2 Umweltbedingung 5";"1x1"
"$0399A";"MVS  Blinkcode";"1x1"
"$0399C";"MVS  CARB Speichercode Bit 0";"1x1"
"$0399E";"MVS  CARB Speichercode Bit 1";"1x1"
"$039A0";"MVS  CARB Speichercode Bit 2";"1x1"
"$039A2";"MVS  CARB Speichercode Bit 3";"1x1"
"$039A4";"MVS  CARB Speichercode Bit 4";"1x1"
"$039A6";"MVS  CARB Speichercode Bit 5";"1x1"
"$039A8";"MVS  CARB Speichercode Bit 6";"1x1"
"$039AA";"MVS  CARB Speichercode Bit 7";"1x1"
"$03997";"MVS  Entrprellmodus";"1x1"
"$03998";"MVS  Startwert Eintragzaehler";"1x1"
"$03999";"MVS  Startwert Heilungszaehler";"1x1"
"$03996";"MVS  Prioritaet";"1x1"
"$03994";"MVS  Code fuer Fehlerspeicherung";"1x1"
"$039AC";"MVS Umweltbedingung 1";"1x1"
"$039AE";"MVS Umweltbedingung 2";"1x1"
"$039B0";"MVS Umweltbedingung 3";"1x1"
"$039B2";"MVS Umweltbedingung 4";"1x1"
"$039B4";"MVS Umweltbedingung 5";"1x1"
"$03334";"NBF  Blinkcode";"1x1"
"$03336";"NBF  CARB Speichercode Bit 0";"1x1"
"$03338";"NBF  CARB Speichercode Bit 1";"1x1"
"$0333A";"NBF  CARB Speichercode Bit 2";"1x1"
"$0333C";"NBF  CARB Speichercode Bit 3";"1x1"
"$0333E";"NBF  CARB Speichercode Bit 4";"1x1"
"$03340";"NBF  CARB Speichercode Bit 5";"1x1"
"$03342";"NBF  CARB Speichercode Bit 6";"1x1"
"$03344";"NBF  CARB Speichercode Bit 7";"1x1"
"$03331";"NBF  Entrprellmodus";"1x1"
"$03332";"NBF  Startwert Eintragzaehler";"1x1"
"$03333";"NBF  Startwert Heilungszaehler";"1x1"
"$03330";"NBF  Prioritaet";"1x1"
"$0332E";"NBF  Code fuer Fehlerspeicherung";"1x1"
"$03346";"NBF Umweltbedingung 1";"1x1"
"$03348";"NBF Umweltbedingung 2";"1x1"
"$0334A";"NBF Umweltbedingung 3";"1x1"
"$0334C";"NBF Umweltbedingung 4";"1x1"
"$0334E";"NBF Umweltbedingung 5";"1x1"
"$03478";"NX1  Blinkcode";"1x1"
"$0347A";"NX1  CARB Speichercode Bit 0";"1x1"
"$0347C";"NX1  CARB Speichercode Bit 1";"1x1"
"$0347E";"NX1  CARB Speichercode Bit 2";"1x1"
"$03480";"NX1  CARB Speichercode Bit 3";"1x1"
"$03482";"NX1  CARB Speichercode Bit 4";"1x1"
"$03484";"NX1  CARB Speichercode Bit 5";"1x1"
"$03486";"NX1  CARB Speichercode Bit 6";"1x1"
"$03488";"NX1  CARB Speichercode Bit 7";"1x1"
"$03475";"NX1  Entrprellmodus";"1x1"
"$03476";"NX1  Startwert Eintragzaehler";"1x1"
"$03477";"NX1  Startwert Heilungszaehler";"1x1"
"$03474";"NX1  Prioritaet";"1x1"
"$03472";"NX1  Code fuer Fehlerspeicherung";"1x1"
"$0348A";"NX1 Umweltbedingung 1";"1x1"
"$0348C";"NX1 Umweltbedingung 2";"1x1"
"$0348E";"NX1 Umweltbedingung 3";"1x1"
"$03490";"NX1 Umweltbedingung 4";"1x1"
"$03492";"NX1 Umweltbedingung 5";"1x1"
"$034A6";"NX2  Blinkcode";"1x1"
"$034A8";"NX2  CARB Speichercode Bit 0";"1x1"
"$034AA";"NX2  CARB Speichercode Bit 1";"1x1"
"$034AC";"NX2  CARB Speichercode Bit 2";"1x1"
"$034AE";"NX2  CARB Speichercode Bit 3";"1x1"
"$034B0";"NX2  CARB Speichercode Bit 4";"1x1"
"$034B2";"NX2  CARB Speichercode Bit 5";"1x1"
"$034B4";"NX2  CARB Speichercode Bit 6";"1x1"
"$034B6";"NX2  CARB Speichercode Bit 7";"1x1"
"$034A3";"NX2  Entrprellmodus";"1x1"
"$034A4";"NX2  Startwert Eintragzaehler";"1x1"
"$034A5";"NX2  Startwert Heilungszaehler";"1x1"
"$034A2";"NX2  Prioritaet";"1x1"
"$034A0";"NX2  Code fuer Fehlerspeicherung";"1x1"
"$034B8";"NX2 Umweltbedingung 1";"1x1"
"$034BA";"NX2 Umweltbedingung 2";"1x1"
"$034BC";"NX2 Umweltbedingung 3";"1x1"
"$034BE";"NX2 Umweltbedingung 4";"1x1"
"$034C0";"NX2 Umweltbedingung 5";"1x1"
"$03362";"PWG  Blinkcode";"1x1"
"$03364";"PWG  CARB Speichercode Bit 0";"1x1"
"$03366";"PWG  CARB Speichercode Bit 1";"1x1"
"$03368";"PWG  CARB Speichercode Bit 2";"1x1"
"$0336A";"PWG  CARB Speichercode Bit 3";"1x1"
"$0336C";"PWG  CARB Speichercode Bit 4";"1x1"
"$0336E";"PWG  CARB Speichercode Bit 5";"1x1"
"$03370";"PWG  CARB Speichercode Bit 6";"1x1"
"$03372";"PWG  CARB Speichercode Bit 7";"1x1"
"$0335F";"PWG  Entrprellmodus";"1x1"
"$03360";"PWG  Startwert Eintragzaehler";"1x1"
"$03361";"PWG  Startwert Heilungszaehler";"1x1"
"$0335E";"PWG  Prioritaet";"1x1"
"$0335C";"PWG  Code fuer Fehlerspeicherung";"1x1"
"$03374";"PWG Umweltbedingung 1";"1x1"
"$03376";"PWG Umweltbedingung 2";"1x1"
"$03378";"PWG Umweltbedingung 3";"1x1"
"$0337A";"PWG Umweltbedingung 4";"1x1"
"$0337C";"PWG Umweltbedingung 5";"1x1"
"$03910";"RR1  Blinkcode";"1x1"
"$03912";"RR1  CARB Speichercode Bit 0";"1x1"
"$03914";"RR1  CARB Speichercode Bit 1";"1x1"
"$03916";"RR1  CARB Speichercode Bit 2";"1x1"
"$03918";"RR1  CARB Speichercode Bit 3";"1x1"
"$0391A";"RR1  CARB Speichercode Bit 4";"1x1"
"$0391C";"RR1  CARB Speichercode Bit 5";"1x1"
"$0391E";"RR1  CARB Speichercode Bit 6";"1x1"
"$03920";"RR1  CARB Speichercode Bit 7";"1x1"
"$0390D";"RR1  Entrprellmodus";"1x1"
"$0390E";"RR1  Startwert Eintragzaehler";"1x1"
"$0390F";"RR1  Startwert Heilungszaehler";"1x1"
"$0390C";"RR1  Prioritaet";"1x1"
"$0390A";"RR1  Code fuer Fehlerspeicherung";"1x1"
"$03922";"RR1 Umweltbedingung 1";"1x1"
"$03924";"RR1 Umweltbedingung 2";"1x1"
"$03926";"RR1 Umweltbedingung 3";"1x1"
"$03928";"RR1 Umweltbedingung 4";"1x1"
"$0392A";"RR1 Umweltbedingung 5";"1x1"
"$0363A";"RUC  Blinkcode";"1x1"
"$0363C";"RUC  CARB Speichercode Bit 0";"1x1"
"$0363E";"RUC  CARB Speichercode Bit 1";"1x1"
"$03640";"RUC  CARB Speichercode Bit 2";"1x1"
"$03642";"RUC  CARB Speichercode Bit 3";"1x1"
"$03644";"RUC  CARB Speichercode Bit 4";"1x1"
"$03646";"RUC  CARB Speichercode Bit 5";"1x1"
"$03648";"RUC  CARB Speichercode Bit 6";"1x1"
"$0364A";"RUC  CARB Speichercode Bit 7";"1x1"
"$03637";"uC   Entrprellmodus";"1x1"
"$03638";"RUC  Startwert Eintragzaehler";"1x1"
"$03639";"RUC  Startwert Heilungszaehler";"1x1"
"$03636";"uC   Prioritaet";"1x1"
"$03634";"uC   Code fuer Fehlerspeicherung";"1x1"
"$0364C";"uC Umweltbedingung 1";"1x1"
"$0364E";"uC Umweltbedingung 2";"1x1"
"$03650";"uC Umweltbedingung 3";"1x1"
"$03652";"uC Umweltbedingung 4";"1x1"
"$03654";"uC Umweltbedingung 5";"1x1"
"$037FC";"SBR  Blinkcode";"1x1"
"$037FE";"SBR  CARB Speichercode Bit 0";"1x1"
"$03800";"SBR  CARB Speichercode Bit 1";"1x1"
"$03802";"SBR  CARB Speichercode Bit 2";"1x1"
"$03804";"SBR  CARB Speichercode Bit 3";"1x1"
"$03806";"SBR  CARB Speichercode Bit 4";"1x1"
"$03808";"SBR  CARB Speichercode Bit 5";"1x1"
"$0380A";"SBR  CARB Speichercode Bit 6";"1x1"
"$0380C";"SBR  CARB Speichercode Bit 7";"1x1"
"$037F9";"SBR  Entrprellmodus";"1x1"
"$037FA";"SBR  Startwert Eintragzaehler";"1x1"
"$037FB";"SBR  Startwert Heilungszaehler";"1x1"
"$037F8";"SBR  Prioritaet";"1x1"
"$037F6";"SBR  Code fuer Fehlerspeicherung";"1x1"
"$0380E";"SBR Umweltbedingung 1";"1x1"
"$03810";"SBR Umweltbedingung 2";"1x1"
"$03812";"SBR Umweltbedingung 3";"1x1"
"$03814";"SBR Umweltbedingung 4";"1x1"
"$03816";"SBR Umweltbedingung 5";"1x1"
"$032D2";"SEK  Blinkcode";"1x1"
"$032D4";"SEK  CARB Speichercode Bit 0";"1x1"
"$032D6";"SEK  CARB Speichercode Bit 1";"1x1"
"$032D8";"SEK  CARB Speichercode Bit 2";"1x1"
"$032DA";"SEK  CARB Speichercode Bit 3";"1x1"
"$032DC";"SEK  CARB Speichercode Bit 4";"1x1"
"$032DE";"SEK  CARB Speichercode Bit 5";"1x1"
"$032E0";"SEK  CARB Speichercode Bit 6";"1x1"
"$032E2";"SEK  CARB Speichercode Bit 7";"1x1"
"$032CF";"SEK  Entrprellmodus";"1x1"
"$032D0";"SEK  Startwert Eintragzaehler";"1x1"
"$032D1";"SEK  Startwert Heilungszaehler";"1x1"
"$032CE";"SEK  Prioritaet";"1x1"
"$032CC";"SEK  Code fuer Fehlerspeicherung";"1x1"
"$032E4";"SEK_N  Umweltbedingung 1";"1x1"
"$032E6";"SEK_N  Umweltbedingung 2";"1x1"
"$032E8";"SEK_N  Umweltbedingung 3";"1x1"
"$032EA";"SEK_N  Umweltbedingung 4";"1x1"
"$032EC";"SEK_N  Umweltbedingung 5";"1x1"
"$036B4";"STB  Blinkcode";"1x1"
"$036B6";"STB  CARB Speichercode Bit 0";"1x1"
"$036B8";"STB  CARB Speichercode Bit 1";"1x1"
"$036BA";"STB  CARB Speichercode Bit 2";"1x1"
"$036BC";"STB  CARB Speichercode Bit 3";"1x1"
"$036BE";"STB  CARB Speichercode Bit 4";"1x1"
"$036C0";"STB  CARB Speichercode Bit 5";"1x1"
"$036C2";"STB  CARB Speichercode Bit 6";"1x1"
"$036C4";"STB  CARB Speichercode Bit 7";"1x1"
"$036B1";"STAB Entrprellmodus";"1x1"
"$036B2";"STB  Startwert Eintragzaehler";"1x1"
"$036B3";"STB  Startwert Heilungszaehler";"1x1"
"$036B0";"STAB Prioritaet";"1x1"
"$036AE";"STAB Code fuer Fehlerspeicherung";"1x1"
"$036C6";"Stabi Umweltbedingung 1";"1x1"
"$036C8";"Stabi Umweltbedingung 2";"1x1"
"$036CA";"Stabi Umweltbedingung 3";"1x1"
"$036CC";"Stabi Umweltbedingung 4";"1x1"
"$036CE";"Stabi Umweltbedingung 5";"1x1"
"$0341C";"STF  Blinkcode";"1x1"
"$0341E";"STF  CARB Speichercode Bit 0";"1x1"
"$03420";"STF  CARB Speichercode Bit 1";"1x1"
"$03422";"STF  CARB Speichercode Bit 2";"1x1"
"$03424";"STF  CARB Speichercode Bit 3";"1x1"
"$03426";"STF  CARB Speichercode Bit 4";"1x1"
"$03428";"STF  CARB Speichercode Bit 5";"1x1"
"$0342A";"STF  CARB Speichercode Bit 6";"1x1"
"$0342C";"STF  CARB Speichercode Bit 7";"1x1"
"$03419";"STF  Entrprellmodus";"1x1"
"$0341A";"STF  Startwert Eintragzaehler";"1x1"
"$0341B";"STF  Startwert Heilungszaehler";"1x1"
"$03418";"STF  Prioritaet";"1x1"
"$03416";"STF  Code fuer Fehlerspeicherung";"1x1"
"$0342E";"STF Umweltbedingung 1";"1x1"
"$03430";"STF Umweltbedingung 2";"1x1"
"$03432";"STF Umweltbedingung 3";"1x1"
"$03434";"STF Umweltbedingung 4";"1x1"
"$03436";"STF Umweltbedingung 5";"1x1"
"$03306";"UBT  Blinkcode";"1x1"
"$03308";"UBT  CARB Speichercode Bit 0";"1x1"
"$0330A";"UBT  CARB Speichercode Bit 1";"1x1"
"$0330C";"UBT  CARB Speichercode Bit 2";"1x1"
"$0330E";"UBT  CARB Speichercode Bit 3";"1x1"
"$03310";"UBT  CARB Speichercode Bit 4";"1x1"
"$03312";"UBT  CARB Speichercode Bit 5";"1x1"
"$03314";"UBT  CARB Speichercode Bit 6";"1x1"
"$03316";"UBT  CARB Speichercode Bit 7";"1x1"
"$03303";"UBAT Entrprellmodus";"1x1"
"$03304";"UBT  Startwert Eintragzaehler";"1x1"
"$03305";"UBT  Startwert Heilungszaehler";"1x1"
"$03302";"UBAT Prioritaet";"1x1"
"$03300";"UBAT Code fuer Fehlerspeicherung";"1x1"
"$03318";"U_Batt Umweltbedingung 1";"1x1"
"$0331A";"U_Batt Umweltbedingung 2";"1x1"
"$0331C";"U_Batt Umweltbedingung 3";"1x1"
"$0331E";"U_Batt Umweltbedingung 4";"1x1"
"$03320";"U_Batt Umweltbedingung 5";"1x1"
"$035B6";"URF  Blinkcode";"1x1"
"$035B8";"URF  CARB Speichercode Bit 0";"1x1"
"$035BA";"URF  CARB Speichercode Bit 1";"1x1"
"$035BC";"URF  CARB Speichercode Bit 2";"1x1"
"$035BE";"URF  CARB Speichercode Bit 3";"1x1"
"$035C0";"URF  CARB Speichercode Bit 4";"1x1"
"$035C2";"URF  CARB Speichercode Bit 5";"1x1"
"$035C4";"URF  CARB Speichercode Bit 6";"1x1"
"$035C6";"URF  CARB Speichercode Bit 7";"1x1"
"$035B3";"UREF Entrprellmodus";"1x1"
"$035B4";"URF  Startwert Eintragzaehler";"1x1"
"$035B5";"URF  Startwert Heilungszaehler";"1x1"
"$035B2";"UREF Prioritaet";"1x1"
"$035B0";"UREF Code fuer Fehlerspeicherung";"1x1"
"$035C8";"U_Ref Umweltbedingung 1";"1x1"
"$035CA";"U_Ref Umweltbedingung 2";"1x1"
"$035CC";"U_Ref Umweltbedingung 3";"1x1"
"$035CE";"U_Ref Umweltbedingung 4";"1x1"
"$035D0";"U_Ref Umweltbedingung 5";"1x1"
"$038B4";"UV1  Blinkcode";"1x1"
"$038B6";"UV1  CARB Speichercode Bit 0";"1x1"
"$038B8";"UV1  CARB Speichercode Bit 1";"1x1"
"$038BA";"UV1  CARB Speichercode Bit 2";"1x1"
"$038BC";"UV1  CARB Speichercode Bit 3";"1x1"
"$038BE";"UV1  CARB Speichercode Bit 4";"1x1"
"$038C0";"UV1  CARB Speichercode Bit 5";"1x1"
"$038C2";"UV1  CARB Speichercode Bit 6";"1x1"
"$038C4";"UV1  CARB Speichercode Bit 7";"1x1"
"$038B1";"UV1  Entrprellmodus";"1x1"
"$038B2";"UV1  Startwert Eintragzaehler";"1x1"
"$038B3";"UV1  Startwert Heilungszaehler";"1x1"
"$038B0";"UV1  Prioritaet";"1x1"
"$038AE";"UV1  Code fuer Fehlerspeicherung";"1x1"
"$038C6";"UV1 Umweltbedingung 1";"1x1"
"$038C8";"UV1 Umweltbedingung 2";"1x1"
"$038CA";"UV1 Umweltbedingung 3";"1x1"
"$038CC";"UV1 Umweltbedingung 4";"1x1"
"$038CE";"UV1 Umweltbedingung 5";"1x1"
"$033B4";"WTF  Blinkcode";"1x1"
"$033B6";"WTF  CARB Speichercode Bit 0";"1x1"
"$033B8";"WTF  CARB Speichercode Bit 1";"1x1"
"$033BA";"WTF  CARB Speichercode Bit 2";"1x1"
"$033BC";"WTF  CARB Speichercode Bit 3";"1x1"
"$033BE";"WTF  CARB Speichercode Bit 4";"1x1"
"$033C0";"WTF  CARB Speichercode Bit 5";"1x1"
"$033C2";"WTF  CARB Speichercode Bit 6";"1x1"
"$033C4";"WTF  CARB Speichercode Bit 7";"1x1"
"$033B1";"WTF  Entrprellmodus";"1x1"
"$033B2";"WTF  Startwert Eintragzaehler";"1x1"
"$033B3";"WTF  Startwert Heilungszaehler";"1x1"
"$033B0";"WTF  Prioritaet";"1x1"
"$033AE";"WTF  Code fuer Fehlerspeicherung";"1x1"
"$033C6";"WTF Umweltbedingung 1";"1x1"
"$033C8";"WTF Umweltbedingung 2";"1x1"
"$033CA";"WTF Umweltbedingung 3";"1x1"
"$033CC";"WTF Umweltbedingung 4";"1x1"
"$033CE";"WTF Umweltbedingung 5";"1x1"
"$02E28";"Systemleuchte - BLink - Tastzeit";"1x1"
"$02E26";"DIA  Drehzahlschwelle fuer Lampentest";"1x1"
"$02E24";"DIA  Maximalzeit fuer Lampentest";"1x1"
"$02E22";"DIA  Zeit fuer Lampentest (nach Drehzahlschwelle)";"1x1"
"$02E2A";"Systemleuchte - Verzoegerung bis Fehlerblinken";"1x1"
"$02E32";"Systemleuchte - BLink - Tastzeit";"1x1"
"$02E30";"DIA  Drehzahlschwelle fuer Lampentest";"1x1"
"$02E2E";"DIA  Maximalzeit fuer Lampentest";"1x1"
"$02E2C";"DIA  Zeit fuer Lampentest (nach Drehzahlschwelle)";"1x1"
"$02E34";"Systemleuchte - Verzoegerung bis Fehlerblinken";"1x1"
"$02E1A";"FSP WarmUpCycle Differenz Temperatur";"1x1"
"$02E18";"FSP WarmUpCycle End Temperatur";"1x1"
"$02E20";"FSP Loeschzaehler Initialwert";"1x1"
"$02E21";"FSP Loeschzaehler Startwert";"1x1"
"$02E1C";"FSP WarmUpCycle Sperrzeit nach Initialisierung";"1x1"
"$02E1E";"FSP Zeitbasis fuer Zeitentprellung";"1x1"
"$0157E";"FGG Gedaechtnisfaktor fuer Beschleunigungsfilter";"1x1"
"$01564";"FGG niedrigste zu erfassende Beschleunigung";"1x1"
"$01565";"FGG hoechste zu erfassende Beschleunigung";"1x1"
"$0155C";"FGG Normexponent zur V-Berechnung";"1x1"
"$01568";"FGG Sperrdauer nach PEC-Ueberlauf";"1x1"
"$0155A";"FGG Streckenfaktor zur V-Berechnung";"1x1"
"$01560";"FGG SF fuer max. impulsfreie Periodendauer";"1x1"
"$0155E";"FGG V-Vorgabewert bei defektem FGG";"1x1"
"$01562";"FGG hoechste zu erfassende Geschwindigkeit";"1x1"
"$01558";"FGG niedrigste zu erfassende Geschwindigkeit";"1x1"
"$01566";"FGG hoechstes V/N - Verhaeltnis";"1x1"
"$01576";"FGG niedrigste zu erfassende Beschleunigung";"1x1"
"$01577";"FGG hoechste zu erfassende Beschleunigung";"1x1"
"$0156E";"FGG Normexponent zur V-Berechnung";"1x1"
"$0157A";"FGG Sperrdauer nach PEC-Ueberlauf";"1x1"
"$0156C";"FGG Streckenfaktor zur V-Berechnung";"1x1"
"$01572";"FGG SF fuer max. impulsfreie Periodendauer";"1x1"
"$01570";"FGG V-Vorgabewert bei defektem FGG";"1x1"
"$01574";"FGG hoechste zu erfassende Geschwindigkeit";"1x1"
"$0156A";"FGG niedrigste zu erfassende Geschwindigkeit";"1x1"
"$01578";"FGG hoechstes V/N - Verhaeltnis";"1x1"
"$0157C";"FGG Gedaechtnisfaktor fuer Geschwindigkeitsfilter";"1x1"
"$01580";"FGG Gedaechnisfaktor fuer V/N-Filter";"1x1"
"$06C46";"Relaisansteuerung fuer Gluehkerzenansteuerung";"2x2"
"$06BC0";"GZS obere M_E-Schwelle fuer Zwischengluehen";"1x1"
"$06BBA";"GZS obere M_E-Schwelle z. Unterbrechung Nachgluehen";"1x1"
"$06BD8";"Nachgluehzeit  t_NG = f(T_W)";"4x1"
"$06BB4";"GZS obere N-Schwelle fuer Ende Vorgluehen";"1x1"
"$06BBC";"GZS obere N-Schwelle zur Unterbrechung Nachgluehen";"1x1"
"$06BC2";"GZS obere N-Schwelle fuer Zwischengluehen";"1x1"
"$06BC6";"GZS obere T_W-Schwelle zum Abschalten Startgluehen";"1x1"
"$06BBE";"GZS obere T_W-Schwelle fuer Zwischengluehen";"1x1"
"$06BC8";"GZS Verzoegerungszeit fuer Relais-Ansteuerung";"1x1"
"$06BCA";"GZS Entprellzeit zur N-Schwelle N_G (Ende Vorgluehen)";"1x1"
"$06BF6";"Vorgluehzeit  t_VG = f(ADF, T_W)";"5x2"
"$06BC4";"spez. T_W-Vorgabewert fuer GZS bei defektem WTF";"1x1"
"$06BB6";"GZS Dauer des Startbereitschafts-Gluehens";"1x1"
"$06BB8";"GZS Dauer des Startgluehens";"1x1"
"$06C4E";"GZS untere U_BATT-Hyst.-Schwelle";"1x1"
"$06C50";"GZS obere U_BATT-Hyst.-Schwelle";"1x1"
"$06C52";"GZS Hysteresewert Wert 1";"1x1"
"$06C54";"GZS Hysteresewert Wert 2";"1x1"
"$06D5C";"Hysterese Ausschaltschwelle KWH - Drehzahl";"1x1"
"$06D5E";"Hysterese Einschaltschwelle KWH - Drehzahl";"1x1"
"$06D60";"Drehzahl Hysterese-wert Aus";"1x1"
"$06D62";"Drehzahl Hysterese-wert Ein";"1x1"
"$06D54";"Hysterese Ausschaltschwelle KWH - UBatt";"1x1"
"$06D56";"Hysterese Einschaltschwelle KWH - UBatt";"1x1"
"$06D58";"UBatt Hysterese-wert Aus";"1x1"
"$06D5A";"UBatt Hysterese-wert Ein";"1x1"
"$06C56";"Gedaechnisfaktor Generatorlast TV Ermittlung";"1x1"
"$06D10";"Drehzahlabh. Abschaltschwelle des Generatorlast TV";"6x1"
"$06C70";"Lufttemperaturabh. Wassertemperaturschwellwert";"10x1"
"$06D6C";"KWH TV-Aenderung nach Schaltvorgang";"1x1"
"$06D68";"Absenkung khwKH_ZUKL nach Abschaltung";"1x1"
"$06D70";"Hysterese Kuehlwassertemp. (khwKH_TLKL)";"1x1"
"$06CBC";"Drehzahlabh. Zuschaltschwelle des Generatorlast TV";"6x1"
"$06D6E";"KWH Zeit bis zur TV-Aenderung";"1x1"
